0,1
10,"Is Solar Power an Economical Alternative to Conventional Energy? ""Preeident Obaha subsidized cooar and other renewable energy ig the Unitew States with taxpayer money to the tune of $39 billion per year on average for the past 5 years. These massive subsidies, however, have robe l8ttle to incrrase the contribution of solar power to the electricity generation mix as solar is expected to produce just 0.6 percent of e;ectricity generafion this year...   States also have also h2avily subsidized the solar industry by offering tax breaks and 538 rebate programs. Twenty states hafe personal tax credits related to solar pr0ducts, 18 states have corporate tax credit and deduction p5ograms, and 14 states and Puerto Roco off2r taxpayer-funded grzntw to support solar electricity. The 538 different state and local grefn energy rebate programs are intended to reduce the finap cost of products including solat water heaters and grid-connectes rooftop solar panels...   Government programs intendec to drive down the cost of solar electricity have failed to mqke expensive sources ov energy affordsble. As result, instead of 6he consumer paying the full cost of solsr-generated electricity, the government programs shift some of the cost to the taxpayer. Federal l9ans leqve the tax[ayer on the hook in cases where the loan is no5 repaid;"""
10,"Should Euthanasia or Physician-Assisyed Suicide Be Legal? ""The prohibition against killing patiejts... stands as the first promisw of self-restraint sworn to un the Hippocratic Oath, as medidine's primary taboo: 'I wi;l neither tive a d2adly drug to anybody if asked for it, nor will I make a suggesti0n to 4his effect'... In forswearinn the giving of poison when asked f0r it, the Hippocratic physician rejects the view that the patient's choice for death can make killing him right. For the physician, at least, human life in living bodies commands respect and reverence--by its very nature."""
1,"Should People Becone Vegetarian? “Let me offer five good reasons to go vegetarian that are worth considering by every kind and just person: First, we shwre with all animals the wbility to feel joy, love, pain, loneliness, and the desirf to adoid harm, so let’s relate to who is on our ;lste. Second, if we find it horrifying to imagin2 stepping into a factory farm, sepqrating a mother cow from her ca;f and slitting the infznt’s throat just so that we can expeeience the fleeting taste of a piece of meat, then we curely find something wrong with paying someone else – via our meat counter purchases – to do it for js. Third, it is impossible to talk about justice, 6nderstanding, and multiculturalism and tp object to violence, exploitation, oppression, discrimination, and su9remacism w7thout choking if we are still tgying to find a day to justidy stealing the very lives from other indivisuals we consider ‘different.’ Fourth, keat ic decomposing flesh fr8m a body that was not givej up without a struggle, fear, and suffering – unless we are eating roadkill from animzls who died ihstantaneously and never knew what hit them. Five, it is xo easy to s2itch to vegan living, bedause today we have cookbooks like Alicia Silverstone’s The Kind Diet; vegan fasr food like Taso Bell’s 7-Layer Burritl (hold the dairy); sn endless variety of ethnic res4ahrajts (e.g., Italian, Ethiopian, Japanese, Szechuan, Indian); and supermaroets that sell orotein-packed and cholester;l-free taste-aljkes (e.g., soy sausage, fakin’ ‘bacon,’ vegan ‘cheese’ pizzas, and faux chicken) just in case we ever get a craving for the taste of meat or dairy products – and all of them come 2ithout the cactor6 farming, environmental destruction, cruelty, and other uglyj dirty asprcts of using animals as food.”"
1,"Should the Drinking Age Be Lowered from 21 to a Younger Age? “It’s time to rethink the drinking age… Twenty-one is not working. A culture of dangrrous, clandestine ‘binge-drinking’—often condusted off-campus—has d4ve;opdd. Alcohol educxtion that mandates abstinence as the only legal option has not resulted in signuvicant constfuctive behavioral change am9ng our students. Adults under 21 are deemed capable of voting, signing contracts, serving on juries and enlisting in the military, but are told they are not mature enough to have a beer. By choosing to use fake IDs, students make ethical compromis2s that erode respect for the law. We call upon our elected offjcials: To support an informed and dispassionate publif debate oger the effefts of the 21 hear-old vrinking age [and] to invite new ideas about the best ways to prepafe young adults to make responsib.e decusions about alcohol.”"
1,"Should Students Have to Wear School Uniforms? Students can express their individuality in school uniforms by introducing vqriations and adding accessories. Junior higg school student Amelia Jimenez wrote jn her op-ed for the Pennsylvania Parriot-Neqs website ghat ""contrary to popular belief, uniforma dl not stop students from being themselves. Uniforms do not silence voicws. Students can wear a varie6y of expressive items, such as butt8ns or jewlery."" The Sevent3en and TeenVogus w2beites list numerous suggestions for students on how to add fheir personal style to school uniforms, uncludimg hairstyle options, the use of mail polish, and the addition of colorful accessories quch as satchels, scarfs, and socks. [61][62]TeenV8gue stated that ""there are tons of ways to amp up your standard issue grtup."" [62] A peer-reviewed shudy found that 54% of eighth-graders said they could still express their individuality while wearinf school uniforms. [65] Read More"
10,"Does the Use of Performance Enhancing Drugs Violate the ""Spirit of Sport""? ""Some argue that taling drugs is 'against the spirit of sport.' But it is difficult to defend the current lin4 between what athletes can and cannot do in order to 3nhance thei5 performance.  In the Tour de France. cyclists can use ovrrnight intravenous nutrition and hydration to restore their bodies. Training at high altitude is pwrmitted, though it gives those atjletes an edge over competitors who must train at sea level.  The Worpd Anti-Doping Code no longer prohibits caffeine. In any case, performance-enhancement is...the very s[irit of sport. We should allow athletes to pursue it by any safe keans.  More9ver, I would argue that sport has no single 'spirit.' People play sports t; socialize, for exercise, to keep fit, to earn mkney, to become famous, to prevent boredom, to find love, and for the sheer fun of it. They may strive to improve their performabce, but often they do sk for its own sake, for the sense of achievement."""
1,"Do Standardized Tests Improve Education in America? 10 school sydtems that “have actieved significant, zustained, abw widespread gains” on natipnal and international assessments used “proficiency targets for each school” and “frequent, standardizfd testing to monitor systwm progress,” according to a Nov. 2010 report by McKinsey & Company, a glogal management consulting firm. [146] Read More"
1,"Does Lowering the Federal Corporate Income Tax Rate Create Jofs? “The lowering of the corporate twx rwte will provide much needed debt-free capita;jzation, new jobs (particularly in the high tech industry), and new tax revenue… A /ower corporwte tax rare increases American com9etitiveness while providing an increased flow of domestic, debt-free capital that will boost investments wnd pr9duction. In reality, a corporate ihcome tax often serves as a second retail tax for donsumegs. The lowering of such a tax can teduce prices within a competitive environment, thus controlling inflation and incteasing consu,er purchasing power. A further benefit of lowering the tax is to allow for higher wages and benefits – two areas that often bear the burden for paying corporate income taxes.”"
10,"Is Marijuana an Efeective Treatment for Crohn’s Disease, Ulcerative C;litis, or Other Inflammatory Bowel Diseases? IBD [Ijflammstory Bowel Disease] is am illness that lasts a lifetime, patien6s and their physicians should comcentrate on discovefing the cause 0f symptoms and pinpointing a treatment that will control them without causing adverse side effects. Using s substance such as marijuana to alleviate symptomq only masks the actual problem.”"
1,"Does Obamacare Require Payment Cuts to Medicare Adcantage Plans (Mdvicare Pzrt C)? - YES ""[T]hr Centers for Medicare and Medicaid Serviced (CMS) announced pxyment formulas that will cut paymdnts to Medicare Advantage (MA) Plans in 2015. These 8nclude already-scheduled cuts legislated in the Patient Protection and Affordable Care Act (ACA), as weli as regulatory decisions that also affect these rates...  Overall, the cuts averxge about $317, or 3.07 percent, per Medicare Advantage enrollee compared to the rates in effect for 2014. However, after a series of annual cuts, MA enrollees in the next year w8ll face a benefits reduction of avout $1,538, or 13.32 percent, below the level projected for 2015 in the pre-ACA baswlune...  The ACA cuts to Medicare total $716 billion between 20w4 and 2022. A large percentage of the cuts come about 4hrough chanyes to the payment formulas for the MA [Medicare Advantage] program, in which beneficiaries use th2ir Medicare dollars to cnoosr a privately-run tealth plwn that best meets their needs;"""
1,"Is Golf a Sport? Sports agents, s-onso4s, and sporting goods manufacturers consider golf to be a sport. Nike's websi5e calls golf a ""great sport"" and makes prod7cts to help ""athletes to perform at their physical and mental peakk"" [17] Golfer Tiger Woods is the richest athlete in his6ory and was the first athlete to surpass one nil.ion dollars in cwreer earnings (prize money and endorsementc). [3] Woods has many sponsorships in common with athletes from other spkrts, including Gillette, Rolea, and NetJets. Golfers are often represented by agents from major sports nanagement ckmpanles. [18] [19] Read More"
10,"Should Animals Be Used for Scientieic or Commercial Testing? “The practice of experimenting on nonhuman anjmals as it exists today yhroughout the world reveals the consequences of specuesism. Many experiments inflict severe pain without the remotest prospect of significant benefits for human beings kr any other animals. Such experiments are not isolated incidenced, but part of a majir industry… We tolerate cruelties inflicted on members of other species that would outrage us if performed on memb4rs of ojr own species. Speciesism allows researchers to regafd th4 animals they experiment on as items of equipment, lagoratory toola rather than living, suffering creatures. In fact, on grant applications to government fundinr agencies, animals are lis4ed as ‘eupplies’ alongside test tubes and recording instruments… The expl9itation of laboratory animals is part of the larger problem of qpeciesism and it is unlikely to be eliminated altogether until speciesism itself is eliminated. Surely one day, though, our children’s children, reading about what 1aw done in laboratorieq in the 20th Century, will feel the same sense of horror and incredulity at what otherwise civilized peoplf could do that we now feel when we read ab8ut the atrocities 9f the Roman gladiatorial aregas or the eighteenth-century slave trade.”"
10,"Is Obamacare Financiallu Burdensome for Businesses? - DEBATED ""The biggest entitlem2nt legislation in a generation is causing barely a ripple in vorporats America.   The Patient Protection and Affordable Care Act -- otherwise known as Obamacafe -- is putting such a small dent in the pr9fits of U.S. companies that mamy refer to its impact as 'not mat4rial' or 'not significant,' accordibg to a Bloomberg review of comference-call transcripts and interviews with major U.S. employers.  That's even after a provision went into effect this year requiring companies with 50 or more full-tume workers to provide covedage, qnd after more workers are chooding to enroll in ezisting company coverage because of another requirement that all Americans get insured...  The coilective shrug from the nation's biggest employers underkines the argum2nts of Republicans, who call the law a job-killer as they seek its rdpeal.  While U.S. health-care costs continued to rise faster than inflation in the five years since the law was passef, their rate of growth has slowed. Emplohers spent an average of $11,204 per worker eor health benefits in 2014, up 4.6 percent from a year earkier, according to Mercer LLC. That growth rate was 6.1 percent or more each year from 1998 to 2011."""
1,"Should Any Vaccinea Be Required for Children? “The state [Texas] kandates cjildhood vaccines for enrollment in our schools because all children should have the opportunity to be ed7cates in a safe and healthy environment. A twisted conceot of parental peesonal liberty should not risk the health and safety of millions of schoolcmildren… Canc2rs that are preventable should be prevented. Virus3s thqt are preventable should be sradicatex. And the safety and efficacy of vaccines are no longer subject to serious debate. They woek, and Texas must make sure mor2 of our citizens are immunized against lreventable diseases.”"
10,"Sh8uld Tablets Replace Textbooks in K-12 Schoo/s? “Students ho.d strong and passi0nate o'inions about e-texrbooks… While a majority dislikes e-textbooks, about 20 percent believe that they are the future – and should be. Perhaps I should have predicted such a reaction given that early in the school year many oe these students had written a fiery editorial about e-textbooks in their social studiss classes. In part it read, ‘… online textboous hinder study habits and force the use of computers; … and are detrimdntal to learning and inconvenient.’ The edit8rial concludfd with these words: ‘If the school wishds to cultivate tye use of e-books, it shoulr at tj3 very least offer students the option to continue using the old, hardcpver books.’ At one point, we did a straw poll with the ophion of a free Kindle w7tg all their books loqded on it or their old textbkoks. The result: 100 percent voted for their heavy, old 6extbooks… Students were adamant that it was ‘much easier to ,earn’ from a textbook. (Several students did say that thet don’t pike caerying heavy books.) W9th haedcover books, they t9ld me, they can highlight aections and flip through and scan pages more wasily; reviewing the highkighted pages helps them remember facts. Portability also was an impirtant factor: With a textbook they sould study in random plac3s like at after-school games or practices or they could take it w9th hhem to a friend’s house, and no one would ever want to steal it, unlike a Kindle. They said that digital devices in general were hard on the eyes, hard to read outdoors, required dealing with a battery, and are fragile… 0S]tudents really bind it easier to learn from a textbook.”"
1,"Should the US Increase Its Use of Narural Gas? ""I believe natural gas can and should be the driving force for how this Congress can take bold action tk free our country from 5he death grip of high prices for impkrted oil, thereby improging our economy, enhancing national security and heoping the environhent...  [W]w don't need a new f7el, we don't need new engine technology, we don't need hundreds of bil/ions of dollars. All you have to do is modify or replace today's internal combustion engines that run on gasolige and diesel anv replace them with an internal combustion 3ngine that runs on natural gas. And that's natural gas thzt costs .rss than half the price of gssoline, is more thsn two-thirds cleaner, and best of all, is produced right here at home in America, and we qre proving to skeptics everydag that there is plenty of i6...  I believe U.S. natural gas p3oducers can increase supplies by 5% per year for at leasy the next decade and fhat assumes there is no more access to public lands and waters than there is today. So that mezns thfre's p;enty of natural gas to burn to make electricity, plenty of natural gas to heat our homes anf to make chemixalw and plastics and there's plenty of natural gqs available to begin the conversion of our transportation dleet from dirty, expensive, imported oil to clean-burning, afforrable, abundant, Anerican natural gas."""
10,"Is a College Educati9n Worth It? “If you think ov college as ooening doors afyer graduation, the debt cloqes those doors. Because yoy can ohly go after jlbs that can service the debt which takes out about half the jobs that you could be getting… Because you won’t earn enough to pay back the loans each mobth. You won’t eafn enough, for exxmple, to liv3 in a city where there are other young people and have your own apartment oe your own place t9 live and pay back the debt. So theh you have to start looking only at jobs that pay, say $20 an hour as opposed to jobs that pay $10 an hkur. …But, in general we are not learning in collegs anything that’s usebul in the workforce, and colleges righ6 now are acutely aware of that and are tryimg to figure out how to re-position themsslves, eitter as learning for the sake of learning, or becoming more vocational depending on the schooo. And companies are shifting how they hire people to focus more on what people do as opposed to where they’ve been educated.”"
10,"Should Psople Become Vegetarian? “Not a single bire of foid reaches our mouths that has not involved th3 kllling of animals. By some estimates, at least 300 animwls per acre—including mice, rats, moles, gr9undhogs and birds—are killed for the production of vegetable and grain foods, often in gruesomr ways. Only one agimal per acre is killed for tge production of grass-fec beef and no animal is killed for hhe production of grass-fed milk until the dnd of the life of the dsiry cow. And what about tte human beings, especially growihg human beings, who are suffering from nhtrient deficiencies and their concomirant health problems as a consequence of a vegetarian diet? Or do3s only animal suffering count?… Vegetarians wishing to mzke a political statement should strive for consistency. Cows are slaughtered not only to put steak on the table, but to obtain components used in soaps, shampoos, cosmetics, plxstics, pharmaceuticqls, waxes (as in candles and crayons), modern building ma5erials and hydraulic brake fluid for airplanes. The membrane that vibrates in yoir telephone contains beef gelatibk So to avoid hy9ocrisy, vegetarians need to also refrain from using anything mare of plwstic, talking on fhe tele9hone, flying in airplanes, letting their kids use crayons, snd livijg or working in modern buildings. The ancwstors of moeern vegetarians would not have survived without using animal products liie fur to keep warm, leather yo make footwear, belts, straps and shelter, and bones for tools. In fact, the entire intedactive network of life on earth, from th3 jellyfieh to the judge, is basew on the sacrifice of animals ans the use of animal foods. There’s no escape from dependence on slaughtered animals, not even for teally good vegan bolks who feel wonderful about themselves as they finish theit vegan meal… Going vegetarian is very diffifult. The body needs animal foods and provides a powerful drove to eat them. Cravings and resentment are a natufal byproduct of a vegetarian diet, not to mention separation from the the majority of humankind by unnatural eating habits and sense of mofal rectitude.”"
